SALE TITLE,SESSION,HIP,COLOR,NAME,SEX,SIRE,DAM,SIRE OF DAM,PROPERTY LINE,PURCHASER,PRICE,PRIVATE SALE,YEAR OF BIRTH,FOALED,BARN,COVER DATE,SOLD AS DESCRIPTION,VIRTUAL INSPECTION
Midlantic Two-Year-Olds in Training (2019),2019-05-20,184,GRR,WISH ME ROSES,C,CROSS TRAFFIC,HEN ESCAPE,HENNY HUGHES,MEDALLION FARMS AGENT,GARY CAPUANO AGENT,32000,Y,04/28/2017,KENTUCKY,K,,,,11,https://www.youtube.com/watch?v=tJ4lYA8WnZg
Midlantic Two-Year-Olds in Training (2019),2019-05-20,185,CH,PARDON THE PUN,C,FLATTER,HENNESEY SMASH,ROLL HENNESSY ROLL,Q BAR J THOROUGHBREDS LLC (JENN & QUINCY ADAMS) AGENT,BIRD MOBBERLEY,40000,,04/04/2017,TEXAS,H,,,,10.3,https://www.youtube.com/watch?v=v_xAEdqH_bM
Midlantic Two-Year-Olds in Training (2019),2019-05-20,186,CH,,F,RACE DAY,HERECOMESMSGREELEY,GIANT'S CAUSEWAY,HEMINGWAY RACING AND TRAINING STABLES AGENT,NOT SOLD,29000,,05/05/2017,KENTUCKY,J,,,,10.4,https://www.youtube.com/watch?v=bPpdcMzt2IA
Midlantic Two-Year-Olds in Training (2019),2019-05-20,187,DKB,,C,FED BIZ,HERE TO STAY,EMPIRE MAKER,BOBBY DODD AGENT,S.R.O.A. (K.O.I.D.),50000,,03/31/2017,KENTUCKY,E-F,,,,10.4,https://www.youtube.com/watch?v=9W00GfOYuIQ
Midlantic Two-Year-Olds in Training (2019),2019-05-20,188,B,,C,AMERICAN PHAROAH,HESSONITE,FREUD,EDDIE WOODS AGENT XVI,OUT,0,,02/21/2017,KENTUCKY,J-K,,,,,
Midlantic Two-Year-Olds in Training (2019),2019-05-20,189,DKB,,C,CONSTITUTION,HIGH CRY,STREET CRY (IRE),ALL DREAMS EQUINE AGENT,TOP HAT THOROUGHBREDS,23000,,05/08/2017,KENTUCKY,H,,,,10.4,https://www.youtube.com/watch?v=b0lYsU2tt54
Midlantic Two-Year-Olds in Training (2019),2019-05-20,190,B,,C,ANIMAL KINGDOM,HOLIDAY APPLE,HARLAN'S HOLIDAY,GRASSROOTS TRAINING & SALES LLC,MARK GLATT AGENT,48000,,05/09/2017,NEW YORK,I,,,,10.3,https://www.youtube.com/watch?v=dNlcjv9-hIs
Midlantic Two-Year-Olds in Training (2019),2019-05-20,191,DKB,THANK YOU GIRL,F,TWIRLING CANDY,HOLIDAY GIRL,HARLAN'S HOLIDAY,WHITE PINE THOROUGHBREDS AGENT,NOT SOLD,70000,,05/06/2017,KENTUCKY,T,,,,10.3,https://www.youtube.com/watch?v=NuDJ2P8Th10
Midlantic Two-Year-Olds in Training (2019),2019-05-20,192,B,,F,FLATTER,HOLIDAY STARLET,HARLAN'S HOLIDAY,TOM MCCROCKLIN AGENT,NOT SOLD,145000,,04/18/2017,KENTUCKY,K,,,,10.3,https://www.youtube.com/watch?v=KnkLkTc45jY
Midlantic Two-Year-Olds in Training (2019),2019-05-20,193,DKB,,F,LIAM'S MAP,HOLY WINE,HOLY BULL,CARY FROMMER LLC AGENT,WINDYLEA FARM,60000,,02/22/2017,NEW YORK,A-B,,,,10.3,https://www.youtube.com/watch?v=blbIprNdh4U
Midlantic Two-Year-Olds in Training (2019),2019-05-20,194,B,BE ALL YOU CAN BE,F,WAR FRONT,HOMESTEADING,UNBRIDLED'S SONG,HARTLEY/DE RENZO THOROUGHBREDS AGENT,OUT,0,,05/05/2017,KENTUCKY,A,,,,,
Midlantic Two-Year-Olds in Training (2019),2019-05-20,195,B,,F,STREET SENSE,HONEST ANSWER,TALE OF THE CAT,TOP LINE SALES LLC AGENT IX,OUT,0,,03/21/2017,KENTUCKY,L,,,,,
Midlantic Two-Year-Olds in Training (2019),2019-05-20,196,DKB,LANESBOROUGH,F,SHANGHAI BOBBY,HUMOR ME COLONEL,COLONEL JOHN,HARTLEY/DE RENZO THOROUGHBREDS AGENT,OUT,0,,02/13/2017,KENTUCKY,A,,,,10.3,https://www.youtube.com/watch?v=iWt7G1iZQhI
Midlantic Two-Year-Olds in Training (2019),2019-05-20,197,CH,,C,MINESHAFT,HONEYED,CANDY RIDE (ARG),CRANE THOROUGHBRED SERVICES LLC AGENT,CLEAR STARS STABLE,77000,,02/16/2017,NEW YORK,D-E,,,,10.3,https://www.youtube.com/watch?v=RMuxJV4Mrdg
Midlantic Two-Year-Olds in Training (2019),2019-05-20,198,DKB,,F,BELLAMY ROAD,HONOUR COLONY,HONOUR AND GLORY,GRASSROOTS TRAINING & SALES LLC,HENRY J STEADMAN,17000,,04/09/2017,NEW YORK,I,,,,10.3,https://www.youtube.com/watch?v=xBpVDoPHsAw
Midlantic Two-Year-Olds in Training (2019),2019-05-20,199,CH,RIDGELYSREDHOT,F,FRIESAN FIRE,HOT FUN,LATENT HEAT,HEMINGWAY RACING AND TRAINING STABLES AGENT,OUT,0,,03/01/2017,MARYLAND,J,,,,,
Midlantic Two-Year-Olds in Training (2019),2019-05-20,200,B,,F,MACLEAN'S MUSIC,HUG IT OUT,MEDAGLIA D'ORO,Q BAR J THOROUGHBREDS LLC (JENN & QUINCY ADAMS) AGENT,NOT SOLD,17000,,04/14/2017,KENTUCKY,H,,,,10.3,https://www.youtube.com/watch?v=H9q40IEcqQY
Midlantic Two-Year-Olds in Training (2019),2019-05-20,201,CH,,F,VERRAZANO,HUMOR SECTION,AFTER MARKET,MASON SPRINGS LLC,DUTCH RACING RACING,45000,Y,03/21/2017,KENTUCKY,K,,,,10.4,https://www.youtube.com/watch?v=SPRMRnwi7WQ
Midlantic Two-Year-Olds in Training (2019),2019-05-20,202,B,,C,CITY ZIP,IDOITMYWAY,UNBRIDLED'S SONG,ROBERT BREWER,R LARRY JOHNSON,90000,Y,04/23/2017,KENTUCKY,B,,,,10.3,https://www.youtube.com/watch?v=q8g-hh7tTOA
Midlantic Two-Year-Olds in Training (2019),2019-05-20,203,CH,,F,EL PADRINO,IFYOUKNOWWHATIMEAN,TREMPOLINO,JULIE DAVIES LLC AGENT,WASABI VENTURES STABLES,27000,,04/16/2017,PENNSYLVANIA,C-D,,,,10.3,https://www.youtube.com/watch?v=e3H9Vvh1pvU
Midlantic Two-Year-Olds in Training (2019),2019-05-20,204,B,,F,ATREIDES,I'LL TAKE NOTES,BELGRAVIA,SBM TRAINING & SALES LLC AGENT,OUT,0,,02/17/2017,NEW YORK,K-L,,,,,
Midlantic Two-Year-Olds in Training (2019),2019-05-20,205,DKB,,F,GHOSTZAPPER,I'M MOM'S FAVORITE,INDIAN CHARLIE,PELICAN STATE THOROUGHBREDS AGENT,LAUREN CARLISLE AGENT,400000,,04/28/2017,KENTUCKY,J,,,,10.2,https://www.youtube.com/watch?v=cpEsC1xkkzg
Midlantic Two-Year-Olds in Training (2019),2019-05-20,206,GRR,,C,SPEIGHTSTOWN,I'M SURPRISED,GHOSTZAPPER,MCKATHAN BROS. AGENT,OUT,0,,02/22/2017,PENNSYLVANIA,J,,,,10.3,https://www.youtube.com/watch?v=EEkdLVlsefs
Midlantic Two-Year-Olds in Training (2019),2019-05-20,207,B,,C,SHAKIN IT UP,INCLUDE LACEY,INCLUDE,CRANE THOROUGHBRED SERVICES LLC AGENT,OUT,0,,03/03/2017,ARKANSAS,D-E,,,,11,https://www.youtube.com/watch?v=JxYfhDWtNGk
Midlantic Two-Year-Olds in Training (2019),2019-05-20,208,GRR,CLEVERLY,F,TAPIT,INDIAN RUN,INDIAN CHARLIE,RANDY MILES AGENT II,BSW BLOODSTOCK-LIZ CROW AGENT,200000,Y,02/03/2017,KENTUCKY,B-C,,,,10.3,https://www.youtube.com/watch?v=JYHvU2HZhYY
Midlantic Two-Year-Olds in Training (2019),2019-05-20,209,GRR,,C,LIAM'S MAP,INDIAN SNOW,A.P. INDY,Q BAR J THOROUGHBREDS LLC (JENN & QUINCY ADAMS) AGENT,OUT,0,,03/02/2017,KENTUCKY,H,,,,,
Midlantic Two-Year-Olds in Training (2019),2019-05-20,210,DKB,,C,RACE DAY,INDY XS,IN EXCESS (IRE),PICK VIEW LLC AGENT,OUT,0,,04/17/2017,KENTUCKY,C,,,,,
Midlantic Two-Year-Olds in Training (2019),2019-05-20,211,CH,,F,CONSTITUTION,INGENUE,MR. GREELEY,DE MERIC SALES AGENT,OUT,0,,03/29/2017,KENTUCKY,I-J,,,,10.3,https://www.youtube.com/watch?v=f_d8sqLtnTk
Midlantic Two-Year-Olds in Training (2019),2019-05-20,212,CH,,C,MUNNINGS,IN MY TIME,SCAT DADDY,JULIE DAVIES LLC AGENT,MARK GLATT AGENT,75000,,03/20/2017,MARYLAND,C-D,,,,10.2,https://www.youtube.com/watch?v=9WCv8yN1Phg
Midlantic Two-Year-Olds in Training (2019),2019-05-20,213,DKB,,C,UNION RAGS,ISABELLE'S THUNDER,MINESHAFT,KIRKWOOD STABLES AGENT I,DEL SECCO DCS,170000,,04/02/2017,KENTUCKY,C,,,,21.3,https://www.youtube.com/watch?v=6OYe6y6tlek
Midlantic Two-Year-Olds in Training (2019),2019-05-20,214,CH,,C,STREET BOSS,ISTAMARA (GB),TEOFILO (IRE),ALL IN SALES AGENT,POCKET ACES RACING LLC,120000,,04/02/2017,KENTUCKY,K,,,,10.2,https://www.youtube.com/watch?v=X29DMo2tNRQ
Midlantic Two-Year-Olds in Training (2019),2019-05-20,215,DKB,,F,TRAPPE SHOT,ITSMYHONOR,INDIAN CHARLIE,CLASSIC BLOODSTOCK AGENT VII,TIM SALZMAN,10000,,04/09/2017,NEW YORK,I,,,,10.4,https://www.youtube.com/watch?v=j03-HySXxeA
Midlantic Two-Year-Olds in Training (2019),2019-05-20,216,B,,C,UNCLE MO,IVANA BEAT YABAD,MORE THAN READY,DE MERIC SALES AGENT,OUT,0,,02/26/2017,FLORIDA,I-J,,,,10.2,https://www.youtube.com/watch?v=-1QztvurJVA
Midlantic Two-Year-Olds in Training (2019),2019-05-20,217,B,,F,LEA,IVORY PEARL,PULPIT,JAMES LAYDEN AGENT,OUT,0,,02/20/2017,KENTUCKY,D,,,,11,https://www.youtube.com/watch?v=Y3DJaU2eIhY
Midlantic Two-Year-Olds in Training (2019),2019-05-20,218,DKB,,F,COMPETITIVE EDGE,JASMINE GARDENS,MINESHAFT,KIRKWOOD STABLES AGENT III,NOT SOLD,140000,,04/08/2017,KENTUCKY,C,,,,22.2,https://www.youtube.com/watch?v=4uXXqoMii-k
Midlantic Two-Year-Olds in Training (2019),2019-05-20,219,GRR,,C,GRAYDAR,JAZZ DANCER,DIXIELAND BAND,KINGS EQUINE AGENT,LC RACINGLLC & SWILCAN STABLE,140000,,04/04/2017,NEW YORK,T,,,,10.1,https://www.youtube.com/watch?v=ka7pKyJfc-4
Midlantic Two-Year-Olds in Training (2019),2019-05-20,220,B,,C,BOURBON COURAGE,JAZZY IDEA,GREAT NOTION,HIDDEN BROOK AGENT VII,SUPER C RACING INC,37000,,05/19/2017,MARYLAND,K,,,,10.3,https://www.youtube.com/watch?v=LaJLcBCgtJk
Midlantic Two-Year-Olds in Training (2019),2019-05-20,221,DKB,,C,TALE OF EKATI,JERSEY'S SOUL,PERFECT SOUL (IRE),BOBBY DODD AGENT,NOT SOLD,42000,,02/06/2017,KENTUCKY,E-F,,,,10.3,https://www.youtube.com/watch?v=jdaFVkAoz-c
Midlantic Two-Year-Olds in Training (2019),2019-05-20,222,B,,C,BERNARDINI,JOANIE'S CATCH,FIRST TOUR,CRUPI'S NEW CASTLE FARM AGENT,LOUIS LAZZINNARO,125000,,02/16/2017,KENTUCKY,I,,,,10.3,https://www.youtube.com/watch?v=LD5FPfhFEKU
Midlantic Two-Year-Olds in Training (2019),2019-05-20,223,DKB,,C,HONOR CODE,JOY,PURE PRIZE,NIALL BRENNAN STABLES LLC AGENT VI,OUT,0,,02/13/2017,MARYLAND,J,,,,,
Midlantic Two-Year-Olds in Training (2019),2019-05-20,224,B,,C,MAJESTIC CITY,JOYCE MARIE,KIPLING,NIALL BRENNAN STABLES LLC AGENT IX,OUT,0,,03/11/2017,NEW YORK,J,,,,,
Midlantic Two-Year-Olds in Training (2019),2019-05-20,225,B,,C,KARAKONTIE (JPN),JUDY IN DISGUISE (GB),ELUSIVE CITY,EDDIE WOODS AGENT XXXVIII,OUT,0,,04/10/2017,KENTUCKY,J-K,,,,,
Midlantic Two-Year-Olds in Training (2019),2019-05-20,226,B,,F,FED BIZ,JUNOON,STREET SENSE,MASON SPRINGS LLC AGENT I,NOT SOLD,30000,,03/11/2017,NEW YORK,K,,,,10.2,https://www.youtube.com/watch?v=lBzb4Vm4O9Q
Midlantic Two-Year-Olds in Training (2019),2019-05-20,227,B,,F,TAKE CHARGE INDY,KANANI,E DUBAI,GRASSROOTS TRAINING & SALES LLC,DENNIS O'NEILL,70000,,04/28/2017,MARYLAND,I,,,,10.1,https://www.youtube.com/watch?v=_PDELdsdEiI
Midlantic Two-Year-Olds in Training (2019),2019-05-20,228,DKB,,C,FIRST SAMURAI,KASSIDY'S KISS,BELONG TO ME,TOP LINE SALES LLC AGENT V,OUT,0,,03/11/2017,KENTUCKY,L,,,,,
Midlantic Two-Year-Olds in Training (2019),2019-05-20,229,CH,CENTRAL EXIT,F,CENTRAL BANKER,KEEP RIGHT,STREET CRY (IRE),SEQUEL BLOODSTOCK AGENT FOR CHESTER & MARY BROMAN,COUNTRY LIFE FARM AGENT,20000,,04/05/2017,NEW YORK,F,,,,10.2,https://www.youtube.com/watch?v=R6jcGkYEBAc
Midlantic Two-Year-Olds in Training (2019),2019-05-20,230,CH,,C,ALPHA,KEYSONG,SONGANDAPRAYER,SEQUEL BLOODSTOCK AGENT,OUT,0,,05/02/2017,NEW YORK,F,,,,11.1,https://www.youtube.com/watch?v=QF1W0d8xuBM
Midlantic Two-Year-Olds in Training (2019),2019-05-20,231,CH,,C,STREET BOSS,KISS IS A KISS,BROKEN VOW,TOM MCCROCKLIN AGENT,OUT,0,,04/07/2017,KENTUCKY,K,,,,,
Midlantic Two-Year-Olds in Training (2019),2019-05-20,232,B,,F,LEMON DROP KID,KNYSNA,MARIA'S MON,WAVERTREE STABLES INC. (CIARAN DUNNE) AGENT XI,OUT,0,,03/09/2017,KENTUCKY,T,,,,,
Midlantic Two-Year-Olds in Training (2019),2019-05-20,233,GRR,,F,JIMMY CREED,KODIAK'S DANCER,KODIAK KOWBOY,WHITE PINE THOROUGHBREDS AGENT,BEN PERKINS AGENT FOR ANGELINOS RACING LLC,35000,,03/07/2017,KENTUCKY,T,,,,10.4,https://www.youtube.com/watch?v=ZAbEeHrN0cE
Midlantic Two-Year-Olds in Training (2019),2019-05-20,234,CH,,C,MUNNINGS,LA DIVA,VINDICATION,ON THE RUN SALES,OUT,0,,04/18/2017,NEW YORK,C,,,,,
Midlantic Two-Year-Olds in Training (2019),2019-05-20,235,GRR,,F,CONSTITUTION,LADY FIFTY TWO,KODIAK KOWBOY,GOLDEN ROCK AGENT,LC RACING LLC BUTCH REID AGT,22000,,03/24/2017,KENTUCKY,G,,,,10.4,https://www.youtube.com/watch?v=xW_956J5jwk
Midlantic Two-Year-Olds in Training (2019),2019-05-20,236,DKB,CANDY BAR,C,UNCLE MO,LADY GODIVA,UNBRIDLED'S SONG,EDDIE WOODS AGENT XXXII,MARTIN S SCHWARTZ,475000,,03/12/2017,KENTUCKY,J-K,,,,10.2,https://www.youtube.com/watch?v=y44ikq5pWGU
Midlantic Two-Year-Olds in Training (2019),2019-05-20,237,B,,C,DISCREET CAT,LADY GUISEPPINA (IRE),DUKE OF MARMALADE (IRE),HEMINGWAY RACING AND TRAINING STABLES AGENT,NOT SOLD,19000,,04/19/2017,NEW YORK,J,,,,10.2,https://www.youtube.com/watch?v=5M7k0_SbWSo
Midlantic Two-Year-Olds in Training (2019),2019-05-20,238,CH,GOLDEN CHANCE,F,GOLDENCENTS,LADY LIAM,SAINT LIAM,CRANE THOROUGHBRED SERVICES LLC AGENT,NOT SOLD,35000,,02/12/2017,PENNSYLVANIA,D-E,,,,10.4,https://www.youtube.com/watch?v=FiLIFNkykg4
Midlantic Two-Year-Olds in Training (2019),2019-05-20,239,DKB,,F,PAYNTER,LADY MALKIN,SHARP HUMOR,HEMINGWAY RACING AND TRAINING STABLES AGENT,HARRIS KOZAK,10000,,03/19/2017,KENTUCKY,J,,,,10.3,https://www.youtube.com/watch?v=sykXg1GCsPw
Midlantic Two-Year-Olds in Training (2019),2019-05-20,240,B,,C,WICKED STRONG,LADYSGOTGAME,STREET SENSE,SCANLON TRAINING & SALES AGENT XV,OUT,0,,01/28/2017,KENTUCKY,T,,,,,
Midlantic Two-Year-Olds in Training (2019),2019-05-20,241,GRR,,F,FED BIZ,LAIKEN RAE,EVEN THE SCORE,MCKATHAN BROS. AGENT,CASH IS KING LLC,45000,,04/17/2017,KENTUCKY,J,,,,10.2,https://www.youtube.com/watch?v=qLltFu0I3N4
Midlantic Two-Year-Olds in Training (2019),2019-05-20,242,B,,C,DECLARATION OF WAR,LA RIGNANA,GALILEO (IRE),CARY FROMMER LLC AGENT,RUN FOR FUN RACING,10000,,04/17/2017,KENTUCKY,A-B,,,,11,https://www.youtube.com/watch?v=oEaAsR2nryo
Midlantic Two-Year-Olds in Training (2019),2019-05-20,243,GRR,,C,MEDAGLIA D'ORO,LAUGHING LASHES,MR. GREELEY,HARTLEY/DE RENZO THOROUGHBREDS AGENT,NOT SOLD,375000,,04/27/2017,KENTUCKY,A,,,,10.1,https://www.youtube.com/watch?v=XCeRcKh1qqM
Midlantic Two-Year-Olds in Training (2019),2019-05-20,244,DKB,,C,BAYERN,LAWN LADY,MARIA'S MON,PAUL SHARP AGENT IV,OUT,0,,03/25/2017,VIRGINIA,G,,,,10.4,https://www.youtube.com/watch?v=4VhjEgfpinU
Midlantic Two-Year-Olds in Training (2019),2019-05-20,245,CH,,F,AMERICAN PHAROAH,LEADING ASTRAY,BELONG TO ME,TOP LINE SALES LLC AGENT VII,NOT SOLD,145000,,03/15/2017,KENTUCKY,L,,,,10.2,https://www.youtube.com/watch?v=uj9oVHg1xFc
Midlantic Two-Year-Olds in Training (2019),2019-05-20,246,GRR,,F,THE BIG BEAST,LEGACY'S SILVER,ROBYN DANCER,SCANLON TRAINING & SALES AGENT XIV,HARRIS KOZAK,32000,,04/11/2017,FLORIDA,T,,,http://www.thorostride.com/sales/fasig-tipton-midlantic-2yos-2019-hip-246,10.2,https://www.youtube.com/watch?v=SLBWdR-eyXM
Midlantic Two-Year-Olds in Training (2019),2019-05-20,247,CH,,F,SUPER NINETY NINE,LEGAL AFFECT,CLOSING ARGUMENT,DEANS LIST AGENT,OUT,0,,05/25/2017,MARYLAND,H,,,,,
Midlantic Two-Year-Olds in Training (2019),2019-05-20,248,B,,C,GEMOLOGIST,LETTHEPARADEBEGIN,IDE,BOBBY DODD AGENT,ABBOTT BLOODSTOCK,11000,,03/07/2017,KENTUCKY,E-F,,,,10.4,https://www.youtube.com/watch?v=hcrmP4JGq8U
Midlantic Two-Year-Olds in Training (2019),2019-05-20,249,B,,C,PALACE MALICE,LEXINGTON GIRL,STORM CAT,TOM MCCROCKLIN AGENT,KATHLEEN WILLIER,130000,,02/05/2017,MARYLAND,K,,,,23,https://www.youtube.com/watch?v=kyTr8P7O1Xs
Midlantic Two-Year-Olds in Training (2019),2019-05-20,250,B,,C,CONSTITUTION,LIGHT AND VARIABLE,TIZNOW,EDDIE WOODS AGENT XII,GATSAS STABLES,70000,Y,03/16/2017,KENTUCKY,J-K,,,,10.4,https://www.youtube.com/watch?v=zCShjIKOmIo
Midlantic Two-Year-Olds in Training (2019),2019-05-20,251,DKB,DYNAMITE BLOND,F,MACLEAN'S MUSIC,LIGHT THE DYNAMITE,INTO MISCHIEF,CLASSIC BLOODSTOCK AGENT VI,JEFFREY BLOOM AGENT,25000,,01/27/2017,NEW YORK,I,,,,10.2,https://www.youtube.com/watch?v=S1HGkCoEROs
Midlantic Two-Year-Olds in Training (2019),2019-05-20,252,B,,F,COMPETITIVE EDGE,LILY'S SPARK,MINESHAFT,BIRD IN HAND STABLES AGENT,RICHARD P SILLAMAN,24000,,01/21/2017,KENTUCKY,K,,,,10.3,https://www.youtube.com/watch?v=2yPsOSJYD1I
Midlantic Two-Year-Olds in Training (2019),2019-05-20,253,DKB,,F,NORMANDY INVASION,LION D N A,LION HEART,CRANE THOROUGHBRED SERVICES LLC AGENT,TOP HAT THOROUGHBREDS/ JEFF ENGLEHART AGENT,10000,Y,02/01/2017,NEW YORK,D-E,,,,10.3,https://www.youtube.com/watch?v=oAZXfDfOsjs
Midlantic Two-Year-Olds in Training (2019),2019-05-20,254,B,,F,INTO MISCHIEF,LITTLE GREEN LIGHT,SMARTY JONES,WES CARTER AGENT I,NOT SOLD,95000,,03/16/2017,KENTUCKY,F-G,,,,10.3,https://www.youtube.com/watch?v=oavnRK_PsT4
Midlantic Two-Year-Olds in Training (2019),2019-05-20,255,CH,,C,GOLDEN LAD,LIZZIE'S LEGEND,CITY ZIP,CRANE THOROUGHBRED SERVICES LLC AGENT,NOT SOLD,37000,,04/27/2017,MARYLAND,D-E,,,,10.2,https://www.youtube.com/watch?v=Q6zlCBv-Nsk
Midlantic Two-Year-Olds in Training (2019),2019-05-20,256,DKB,,F,CARPE DIEM,LONDON MIST,AFLEET ALEX,EDDIE WOODS AGENT IX,DUNDALK 5 LLC & RAGS RACING,25000,,04/08/2017,KENTUCKY,J-K,,,,10.4,https://www.youtube.com/watch?v=He9S8Zp4Hyw
Midlantic Two-Year-Olds in Training (2019),2019-05-20,257,DKB,,F,MUNNINGS,LOOKING CHILL,ARTIE SCHILLER,ON THE RUN SALES,NOT SOLD,14000,,04/15/2017,NEW YORK,C,,,,10.3,https://www.youtube.com/watch?v=uDLeaC0q59g
Midlantic Two-Year-Olds in Training (2019),2019-05-20,258,CH,,C,PALACE MALICE,LOOK OUT LORIE,ORIENTATE,PELICAN STATE THOROUGHBREDS AGENT,OUT,0,,04/30/2017,KENTUCKY,J,,,,12,https://www.youtube.com/watch?v=e-OMXthgBC8
Midlantic Two-Year-Olds in Training (2019),2019-05-20,259,GRR,,F,COMPETITIVE EDGE,LOVE CO,NOT FOR LOVE,SBM TRAINING & SALES LLC AGENT,OUT,0,,05/11/2017,KENTUCKY,K-L,,,,,
Midlantic Two-Year-Olds in Training (2019),2019-05-20,260,DKB,,C,FREUD,LOVE MY GIRL,EL CORREDOR,BOBBY DODD AGENT,CALUMET FARM,152000,,03/11/2017,NEW YORK,E-F,,,,10.1,https://www.youtube.com/watch?v=tdxN4_u2Deo
Midlantic Two-Year-Olds in Training (2019),2019-05-20,261,CH,,C,STRONG MANDATE,LOVE THIS KITTY,NOT FOR LOVE,BOBBY DODD AGENT,OUT,0,,03/19/2017,KENTUCKY,E-F,,,,,
Midlantic Two-Year-Olds in Training (2019),2019-05-20,262,DKB,,C,BODEMEISTER,LUCKY BLACK,HARD SPUN,BRICK CITY THOROUGHBREDS AGENT,TRIN-BROOK STABLE,25000,,04/05/2017,KENTUCKY,F,,,,10.4,https://www.youtube.com/watch?v=uuFfloZ9fAU
Midlantic Two-Year-Olds in Training (2019),2019-05-20,263,B,SAGAMORE MISCHIEF,C,INTO MISCHIEF,MADDALENA,GOOD AND TOUGH,SCANLON TRAINING & SALES AGENT III,SEAGULL CAPITAL LLC TIMOTHY HILLS AGENT,290000,,05/16/2017,MARYLAND,T,,,http://www.thorostride.com/sales/fasig-tipton-midlantic-2yos-2019-hip-263,10.3,https://www.youtube.com/watch?v=OwF_cZEbtG0
Midlantic Two-Year-Olds in Training (2019),2019-05-20,264,GRR,,C,WEIGELIA,MADELAINE,WAYNE COUNTY (IRE),CRANE THOROUGHBRED SERVICES LLC AGENT,JOHN JULIA,20000,,04/27/2017,PENNSYLVANIA,D-E,,,,10.4,https://www.youtube.com/watch?v=93g33GdDHK8
Midlantic Two-Year-Olds in Training (2019),2019-05-20,265,CH,,F,MACLEAN'S MUSIC,MAGGIES RANSOM,THUNDER GULCH,PELICAN STATE THOROUGHBREDS AGENT,ROCKBRIDGE BLOODSTOCK,80000,,04/05/2017,LOUISIANA,J,,,,10.3,https://www.youtube.com/watch?v=EY5npWRygdo
Midlantic Two-Year-Olds in Training (2019),2019-05-20,266,DKB,,C,CURLIN,MAGICALLY,MR. GREELEY,HOBY & LAYNA KIGHT AGENT,NOT SOLD,185000,,03/29/2017,KENTUCKY,A,,,,22.1,https://www.youtube.com/watch?v=lHB2WoU75pY
Midlantic Two-Year-Olds in Training (2019),2019-05-20,267,CH,,C,FAST ANNA,MAGIC BELLE,GOLD CASE,TOP LINE SALES LLC AGENT V,KENNETH MCPEEK AGENT,25000,,03/09/2017,KENTUCKY,L,,,,10.3,https://www.youtube.com/watch?v=OJftuO_Ckr0
Midlantic Two-Year-Olds in Training (2019),2019-05-20,268,B,,C,SUMMER FRONT,MAGIC SCHOOL,IN EXCESS (IRE),PAUL SHARP AGENT V,CHAD SUMMERS,35000,,04/27/2017,ONTARIO,G,,,,10.3,https://www.youtube.com/watch?v=SlB-3OtZyTM
Midlantic Two-Year-Olds in Training (2019),2019-05-20,269,B,,F,GHOSTZAPPER,MAGNOLIA LANE,STREET CRY (IRE),Q BAR J THOROUGHBREDS LLC (JENN & QUINCY ADAMS) AGENT,NOT SOLD,57000,,04/20/2017,KENTUCKY,H,,,,10.3,https://www.youtube.com/watch?v=Zblue2vvGt4
Midlantic Two-Year-Olds in Training (2019),2019-05-20,270,DKB,,C,PALACE MALICE,MAGICAL POWDER,FLATTER,HARTLEY/DE RENZO THOROUGHBREDS AGENT,TIMOTHY F RITCHEY,20000,,04/19/2017,KENTUCKY,A,,,,22.4,https://www.youtube.com/watch?v=xG-F7UG66ZI
Midlantic Two-Year-Olds in Training (2019),2019-05-20,271,DKB,,C,COMMISSIONER,MAKE CONTACT,TIME TO EXPLODE,KENNETH LEJEUNE TRAINING STABLES AGENT,NOT SOLD,28000,,04/05/2017,KENTUCKY,H,,,,10.4,https://www.youtube.com/watch?v=LdGaJmTlebI
Midlantic Two-Year-Olds in Training (2019),2019-05-20,272,CH,VISUAL ARTIST,C,BAYERN,MAKEUP ARTIST,DYNAFORMER,DE MERIC SALES AGENT,PETER PATEL,55000,,05/09/2017,KENTUCKY,I-J,,,,10.4,https://www.youtube.com/watch?v=H4ZmKID0jaA
Midlantic Two-Year-Olds in Training (2019),2019-05-20,273,CH,,G,CENTRAL BANKER,MAKING A POINT,FREUD,DEANS LIST AGENT,AHHHHHNA RACING,85000,,04/06/2017,NEW YORK,H,,,,10.3,https://www.youtube.com/watch?v=q3hKxIDxM2U
Midlantic Two-Year-Olds in Training (2019),2019-05-20,274,CH,,C,SHACKLEFORD,MAMA I'M HOME,WHEATON,GRASSROOTS TRAINING & SALES LLC AGENT,NOT SOLD,19000,,03/25/2017,NEW YORK,I,,,,10.3,https://www.youtube.com/watch?v=kJohkSPws2U
Midlantic Two-Year-Olds in Training (2019),2019-05-20,275,GRR,LINDEN LANE,C,CROSS TRAFFIC,MAMIE REILLY,GRAEME HALL,TOP LINE SALES LLC AGENT III,NOT SOLD,27000,,04/29/2017,NEW YORK,L,,,,10.4,https://www.youtube.com/watch?v=WZ74Z_kdl6E
Midlantic Two-Year-Olds in Training (2019),2019-05-20,276,B,,F,BAYERN,MARCHMONT,MOUNTAIN CAT,MCKATHAN BROS. AGENT,NOT SOLD,170000,,04/04/2017,KENTUCKY,J,,,,10.1,https://www.youtube.com/watch?v=YF0fwjrE-IU
